Temperature,Humidity,WindSpeed,LightIntensity,FlowerDensity,PollenAvailability,Region,TimeOfDay,PollinatorActivity
27.4,70.56,13.86,1200.0,30.89,44.12,Forest,Afternoon,High
30.1,41.34,8.54,676.26,45.27,36.99,Rural,Afternoon,Medium
23.56,51.34,1.61,1034.93,61.95,38.69,Rural,Morning,High
25.81,59.42,1.87,989.12,79.22,28.08,Urban,Morning,High
31.61,65.4,8.08,256.57,28.4,36.71,Forest,Afternoon,Medium
26.14,24.58,9.68,793.14,41.07,14.91,Forest,Afternoon,Medium
36.63,41.71,6.13,744.02,77.65,18.32,Rural,Morning,High
26.0,50.01,5.6,798.99,59.27,32.66,Urban,Evening,Medium
29.12,65.55,5.04,473.77,63.42,27.96,Forest,Morning,High
32.66,90.0,7.88,364.92,28.98,23.52,Urban,Evening,Low
20.91,51.58,0.0,557.2,42.42,0.0,Urban,Morning,Medium
19.2,33.9,2.49,670.66,46.64,20.65,Forest,Evening,Low
20.37,61.03,4.86,1055.5,32.84,13.26,Rural,Evening,Low
34.31,74.81,14.04,1200.0,16.51,29.94,Urban,Afternoon,Medium
25.24,56.62,3.93,1118.98,39.79,23.09,Rural,Morning,High
40.0,41.4,8.9,958.06,77.09,18.72,Forest,Morning,High
25.18,69.37,9.13,398.7,51.18,50.0,Urban,Morning,Medium
28.92,64.95,14.49,577.33,77.49,35.38,Rural,Evening,Medium
35.71,39.61,14.31,762.98,53.58,35.56,Urban,Evening,Medium
38.03,60.72,7.71,510.27,34.71,47.02,Urban,Afternoon,Medium
38.31,69.96,5.62,873.16,75.55,33.02,Urban,Evening,High
34.04,72.73,4.68,916.15,54.25,17.29,Forest,Morning,High
33.12,54.0,6.79,860.89,69.24,16.12,Rural,Evening,Medium
30.96,49.63,5.83,1007.54,28.63,34.65,Urban,Evening,Medium
31.89,73.41,10.77,428.62,70.78,4.41,Rural,Afternoon,Medium
25.24,36.85,10.1,979.85,71.38,24.22,Forest,Evening,Medium
23.91,61.58,10.96,491.31,55.8,3.29,Urban,Morning,Medium
27.98,34.45,14.3,417.72,33.86,25.99,Urban,Morning,Medium
27.15,70.98,17.31,859.63,49.08,33.54,Urban,Morning,Medium
25.73,51.13,8.62,1064.76,62.23,27.79,Rural,Morning,High
31.48,74.03,13.5,846.4,54.69,34.38,Rural,Afternoon,Medium
32.78,62.37,6.24,706.24,62.02,44.65,Urban,Afternoon,Medium
28.44,36.65,13.93,793.05,70.24,23.56,Rural,Morning,High
35.39,76.37,13.31,740.93,37.03,50.0,Rural,Morning,High
22.29,78.27,13.04,362.21,26.9,27.13,Urban,Evening,Low
27.03,68.23,8.47,327.21,49.25,34.49,Urban,Evening,Low
24.42,43.58,4.66,676.35,43.41,18.89,Urban,Evening,Medium
18.67,50.41,1.03,723.96,65.72,41.19,Forest,Evening,Medium
27.59,57.18,7.8,703.4,28.51,35.42,Urban,Evening,Medium
27.39,44.44,15.67,902.83,70.41,39.71,Urban,Morning,Medium
35.57,80.39,6.45,635.36,77.07,25.55,Urban,Evening,Medium
31.15,57.16,11.93,868.89,50.01,12.45,Urban,Evening,Medium
22.88,20.0,12.22,656.62,51.21,29.6,Urban,Evening,Medium
37.27,60.09,6.58,1200.0,34.65,8.03,Urban,Afternoon,High
34.11,49.78,14.58,724.21,39.15,21.64,Urban,Afternoon,Medium
30.91,53.88,0.0,1200.0,41.83,26.91,Urban,Afternoon,High
26.87,49.47,1.89,805.6,78.86,48.77,Forest,Morning,High
23.2,67.11,3.42,635.9,48.56,28.19,Rural,Afternoon,Medium
26.14,71.8,3.9,430.17,23.56,26.4,Forest,Evening,Medium
33.44,59.25,9.68,267.13,55.11,24.37,Forest,Evening,Medium
37.42,49.91,9.45,402.57,66.53,11.58,Urban,Evening,Low
35.72,54.38,9.97,436.12,49.49,25.86,Urban,Morning,Medium
25.56,55.29,10.98,818.45,79.38,26.03,Urban,Afternoon,Medium
22.4,42.96,3.25,542.15,65.55,15.31,Urban,Afternoon,Medium
28.7,63.68,1.91,756.08,29.02,13.13,Rural,Evening,Medium
19.16,61.9,9.98,1084.59,38.97,20.18,Rural,Evening,Medium
29.62,78.11,4.85,673.66,54.52,25.65,Forest,Afternoon,High
27.26,73.83,0.15,1200.0,16.68,20.42,Rural,Afternoon,High
25.67,44.71,12.86,347.26,56.73,14.49,Forest,Evening,Low
20.03,67.3,14.98,654.82,14.77,27.89,Urban,Afternoon,Low
30.57,40.74,15.79,538.21,70.47,30.39,Forest,Afternoon,High
25.34,65.44,8.94,980.95,68.15,26.21,Forest,Morning,High
22.15,47.25,11.13,100.0,60.1,19.37,Rural,Evening,Low
13.64,39.65,14.85,267.07,36.48,30.95,Forest,Afternoon,Low
27.86,59.2,4.79,667.8,53.4,23.09,Urban,Morning,Medium
36.86,20.0,13.55,1165.41,39.73,13.11,Urban,Morning,High
36.31,28.74,9.38,767.75,29.38,35.36,Urban,Morning,High
25.71,52.34,12.57,294.54,43.23,28.54,Urban,Morning,Low
24.99,56.24,8.93,340.85,63.97,23.81,Rural,Morning,Medium
30.34,49.46,14.48,1200.0,50.88,9.29,Forest,Morning,High
23.01,31.31,9.12,513.66,79.01,17.55,Forest,Morning,High
29.51,42.73,0.58,417.11,65.32,45.19,Forest,Evening,Medium
31.83,60.87,15.26,1143.21,63.17,9.92,Forest,Evening,Medium
34.13,63.73,3.26,1003.33,17.82,22.49,Urban,Evening,Medium
27.5,54.76,14.27,1082.22,44.3,24.84,Rural,Morning,High
26.98,72.35,7.55,414.99,28.71,28.2,Forest,Afternoon,Medium
23.61,60.96,13.88,242.47,46.34,10.03,Forest,Morning,Medium
23.87,43.79,13.67,739.95,36.13,26.74,Rural,Evening,Low
26.87,50.79,10.15,800.54,42.45,8.14,Forest,Evening,Medium
29.84,33.96,10.54,809.38,71.22,25.97,Rural,Morning,High
32.57,53.38,10.11,1143.46,59.5,18.48,Forest,Evening,High
23.98,71.68,0.0,179.87,70.14,16.34,Rural,Afternoon,Medium
35.46,65.28,8.59,957.91,17.99,33.35,Forest,Afternoon,High
26.64,76.03,2.42,371.01,51.16,22.64,Urban,Afternoon,Medium
27.89,50.46,8.86,956.72,69.33,29.74,Forest,Morning,High
24.26,75.19,2.29,557.51,80.13,30.07,Urban,Evening,Medium
15.88,52.1,2.08,455.81,19.04,37.7,Rural,Evening,Low
32.42,77.07,16.02,517.03,42.97,12.92,Urban,Afternoon,Medium
31.68,54.67,13.35,266.32,70.68,34.19,Forest,Evening,Medium
26.59,65.61,7.98,712.13,46.15,25.16,Urban,Morning,Medium
28.33,77.13,8.92,468.2,31.79,21.22,Urban,Afternoon,Low
30.58,52.1,6.76,935.89,19.0,13.51,Forest,Morning,High
20.19,58.28,10.85,892.02,31.03,31.07,Rural,Morning,Medium
25.35,74.33,4.62,1200.0,16.22,15.78,Urban,Evening,Medium
31.97,53.0,12.97,809.9,51.17,30.18,Forest,Morning,High
21.73,35.19,6.73,856.2,67.93,44.28,Urban,Afternoon,Medium
29.47,87.15,5.9,1120.03,24.78,34.8,Rural,Morning,High
21.22,47.95,8.11,511.7,55.15,38.91,Rural,Evening,Medium
30.33,57.38,5.04,253.52,66.91,17.81,Rural,Morning,Medium
27.82,72.34,9.64,760.03,49.95,32.63,Urban,Morning,Medium
19.92,45.87,5.31,273.21,17.79,13.56,Forest,Evening,Low
33.82,39.88,10.34,1200.0,57.72,22.67,Rural,Evening,High
24.33,58.81,14.08,1136.65,48.91,42.41,Forest,Evening,Medium
23.95,28.1,4.4,1200.0,46.87,18.92,Rural,Evening,Medium
29.0,50.68,7.35,718.73,39.06,36.11,Urban,Evening,Medium
33.74,58.68,10.31,865.17,51.74,35.16,Urban,Evening,Medium
22.92,50.95,5.82,562.16,60.2,35.75,Rural,Evening,Medium
28.31,31.85,10.32,964.88,97.81,12.33,Forest,Morning,High
30.14,78.91,10.78,335.34,52.25,30.25,Forest,Morning,Medium
31.47,56.55,13.42,100.0,80.22,23.43,Rural,Morning,Medium
28.88,76.47,4.97,462.79,57.16,35.88,Urban,Afternoon,Medium
26.16,51.1,3.29,263.36,48.01,8.45,Forest,Evening,Low
23.86,41.8,6.46,1143.38,52.97,28.68,Forest,Morning,High
28.43,59.04,3.16,1200.0,25.57,27.26,Urban,Evening,Medium
22.64,51.76,10.82,279.12,56.12,5.1,Forest,Afternoon,Medium
13.39,37.33,2.19,1087.51,10.16,16.15,Rural,Evening,Low
30.18,77.05,19.67,985.42,32.75,6.7,Urban,Morning,Medium
32.52,45.67,14.48,229.07,52.2,17.74,Rural,Afternoon,Medium
16.19,27.4,8.06,582.92,73.88,30.49,Urban,Evening,Low
22.95,74.92,12.34,525.95,78.61,26.95,Rural,Afternoon,Medium
31.1,47.44,0.0,924.4,45.27,26.69,Rural,Evening,Medium
38.29,45.88,20.62,331.37,53.11,14.6,Rural,Afternoon,Medium
28.1,28.52,5.05,670.34,69.69,36.2,Forest,Morning,High
24.36,81.11,7.4,494.22,23.41,24.81,Forest,Evening,Low
27.09,35.66,0.0,842.0,58.09,25.34,Rural,Evening,Medium
34.87,55.88,10.43,634.96,33.44,34.4,Rural,Evening,Medium
24.77,68.69,2.47,539.43,46.56,15.09,Urban,Morning,Medium
24.0,61.33,8.51,636.01,40.82,27.29,Forest,Afternoon,Medium
25.59,54.11,5.28,1200.0,58.71,29.23,Rural,Morning,High
23.23,29.48,2.61,574.93,61.01,19.54,Forest,Afternoon,Medium
28.61,42.85,3.98,387.7,67.82,31.52,Urban,Evening,Medium
36.12,57.82,9.13,875.03,56.96,29.77,Rural,Afternoon,High
29.62,43.19,1.59,656.94,53.43,23.99,Forest,Afternoon,High
26.74,58.05,4.26,275.43,87.08,23.68,Urban,Evening,Medium
26.54,65.23,11.32,1200.0,19.51,30.24,Rural,Evening,Medium
20.18,69.44,21.01,594.26,83.91,32.88,Forest,Afternoon,Medium
32.42,36.61,10.39,586.64,44.2,25.63,Urban,Evening,Medium
27.61,87.95,3.41,747.95,61.42,36.2,Urban,Evening,Medium
27.1,66.51,6.16,1200.0,43.49,31.59,Forest,Afternoon,High
40.0,54.97,8.16,196.08,35.95,7.12,Rural,Morning,High
29.49,71.34,6.25,782.8,59.69,10.95,Forest,Morning,Medium
24.24,90.0,12.52,1200.0,70.84,36.82,Urban,Evening,Low
25.87,33.42,9.09,738.62,59.46,22.53,Urban,Afternoon,Medium
33.74,51.62,12.54,329.4,39.16,26.64,Rural,Evening,Low
28.57,20.0,6.43,514.48,100.0,36.39,Forest,Morning,High
20.81,57.89,14.63,762.06,73.97,24.94,Rural,Morning,Medium
32.6,60.48,7.17,1099.24,68.67,25.37,Rural,Afternoon,High
24.66,54.41,3.14,598.2,42.94,16.31,Urban,Afternoon,Medium
37.37,45.18,18.89,948.0,37.5,28.7,Forest,Morning,High
33.4,24.26,0.0,269.39,44.4,30.87,Forest,Afternoon,Medium
25.76,60.6,4.31,266.88,71.63,19.22,Urban,Morning,Medium
34.41,76.83,4.86,555.16,30.19,15.78,Urban,Evening,Medium
28.34,46.13,20.54,1131.41,28.64,50.0,Forest,Morning,Medium
32.26,61.6,17.03,720.66,60.79,24.07,Rural,Morning,High
30.42,31.48,15.47,786.94,56.38,18.16,Rural,Afternoon,Medium
23.77,61.86,6.35,783.42,34.59,32.07,Forest,Afternoon,Medium
24.78,49.1,20.13,1032.76,28.18,24.49,Rural,Afternoon,Medium
33.15,43.56,9.84,516.93,78.76,14.14,Rural,Evening,Medium
26.33,43.59,12.89,906.49,57.14,29.83,Urban,Afternoon,Medium
25.98,49.1,8.9,450.74,22.73,16.47,Rural,Evening,Low
23.22,60.74,7.75,1200.0,24.13,40.76,Urban,Afternoon,Medium
30.12,35.32,6.74,459.88,42.77,29.95,Rural,Afternoon,Medium
38.31,49.04,6.95,435.28,64.66,22.23,Forest,Morning,High
22.66,54.38,11.04,864.9,61.9,26.09,Urban,Morning,Medium
28.12,38.51,9.84,723.94,72.63,34.03,Forest,Morning,High
35.06,81.95,7.84,798.06,20.19,26.86,Urban,Evening,Medium
27.6,42.2,15.55,768.19,54.48,46.22,Rural,Afternoon,Medium
30.26,44.96,0.0,372.88,78.52,36.36,Forest,Morning,High
22.69,40.33,10.55,1184.01,76.66,29.88,Urban,Afternoon,High
30.14,81.98,11.59,968.06,57.18,15.63,Forest,Morning,High
27.06,63.29,13.73,1107.68,96.96,23.53,Forest,Afternoon,High
32.93,40.95,7.68,541.5,62.19,29.79,Rural,Morning,Medium
33.94,71.59,9.04,824.96,70.85,16.77,Urban,Morning,Medium
40.0,58.01,12.93,759.21,50.89,37.93,Rural,Morning,High
30.9,58.86,15.46,1038.4,34.38,15.26,Forest,Morning,High
29.63,49.83,6.5,1048.07,32.5,18.63,Urban,Morning,Medium
28.97,43.76,9.33,757.92,53.63,19.38,Forest,Afternoon,Medium
26.23,60.07,16.39,244.61,45.77,32.44,Forest,Morning,Medium
29.69,46.82,0.0,1200.0,14.63,16.95,Urban,Afternoon,Medium
26.52,82.25,4.55,866.8,29.48,7.0,Forest,Morning,Medium
28.84,35.96,15.33,517.47,43.63,35.88,Urban,Afternoon,Medium
34.59,78.04,13.46,821.96,64.55,20.56,Urban,Morning,High
22.97,53.33,10.61,246.67,49.68,14.31,Urban,Morning,Low
33.7,59.49,5.76,1016.61,48.56,17.45,Forest,Morning,High
34.59,67.5,3.59,258.64,30.26,42.17,Rural,Evening,Medium
27.41,45.55,5.04,633.75,50.46,18.43,Forest,Afternoon,High
17.39,67.96,15.74,773.34,76.38,23.77,Forest,Afternoon,Medium
24.96,20.0,4.86,1011.65,53.11,20.53,Urban,Morning,High
34.48,44.2,8.51,731.96,19.85,12.67,Rural,Morning,Medium
27.89,41.14,4.23,890.49,24.97,17.57,Urban,Morning,Medium
23.0,36.2,12.21,691.55,61.78,11.99,Forest,Evening,Low
25.48,51.78,5.31,690.34,45.51,34.56,Rural,Morning,Medium
32.2,60.79,7.51,725.64,48.51,26.01,Urban,Morning,High
30.73,65.54,0.0,643.28,37.75,49.83,Forest,Afternoon,High
26.81,58.61,0.0,194.03,60.07,17.91,Forest,Evening,Medium
26.17,45.01,8.04,469.5,43.98,16.41,Rural,Afternoon,Medium
26.04,60.54,1.37,773.43,46.27,40.34,Forest,Evening,Medium
23.39,56.86,18.53,625.26,32.98,35.58,Forest,Evening,Medium
36.08,69.04,0.0,653.26,68.43,28.85,Forest,Afternoon,High
26.39,66.65,4.0,602.99,45.58,13.86,Forest,Afternoon,Medium
34.09,55.46,8.08,440.92,62.16,42.45,Rural,Evening,Medium
35.61,41.54,6.17,552.07,26.13,24.28,Forest,Evening,Medium
32.99,45.21,2.48,607.95,84.68,20.69,Forest,Morning,High
25.84,46.75,3.21,701.54,75.55,36.43,Forest,Morning,High
30.02,50.27,3.05,818.01,11.8,24.78,Rural,Afternoon,Medium
27.88,59.02,6.57,645.83,33.96,13.34,Rural,Evening,Medium
23.48,65.73,17.76,391.1,59.55,25.4,Urban,Afternoon,Low
29.62,54.23,8.39,280.58,23.61,17.19,Rural,Morning,Medium
22.1,55.24,13.91,1200.0,47.37,0.0,Forest,Morning,High
33.94,57.15,10.53,361.06,58.53,16.18,Rural,Morning,Medium
25.68,47.26,13.57,544.41,46.31,19.72,Rural,Evening,Low
29.01,41.12,0.0,855.1,60.78,13.44,Rural,Afternoon,High
29.42,28.67,6.48,808.26,36.13,30.75,Forest,Evening,Medium
26.71,44.57,14.54,856.26,10.0,17.23,Urban,Evening,Low
30.93,62.1,5.14,567.18,69.64,29.78,Urban,Morning,Medium
25.63,44.46,16.81,771.57,69.52,12.67,Urban,Morning,Medium
32.36,51.43,15.42,718.4,100.0,34.09,Urban,Afternoon,High
21.27,62.0,5.65,606.36,10.0,12.24,Rural,Evening,Low
28.63,62.81,5.48,773.62,65.02,1.58,Urban,Afternoon,Medium
37.69,38.81,2.93,1016.61,10.63,37.37,Rural,Afternoon,High
23.0,69.96,4.85,693.34,85.13,16.44,Rural,Afternoon,Medium
24.61,71.91,1.84,695.34,59.76,42.57,Urban,Afternoon,Medium
30.57,38.05,10.14,1020.45,30.96,30.65,Forest,Morning,High
28.9,42.64,0.72,988.41,65.6,32.9,Urban,Afternoon,High
29.75,72.87,11.02,1175.18,38.94,35.45,Urban,Morning,High
30.45,52.8,11.14,173.13,56.01,26.13,Rural,Afternoon,Medium
31.17,21.7,0.0,971.54,54.12,26.24,Rural,Morning,High
33.55,34.0,15.75,880.47,84.88,37.81,Urban,Afternoon,High
30.05,51.26,10.57,434.3,86.3,26.11,Urban,Evening,Medium
26.79,37.55,11.75,775.48,38.05,17.72,Forest,Evening,Medium
31.36,48.8,4.21,1015.34,71.16,30.86,Forest,Morning,High
37.5,55.49,11.11,451.25,57.1,3.86,Forest,Morning,High
27.34,76.93,13.63,832.77,21.75,38.2,Rural,Afternoon,Medium
23.13,50.64,7.51,961.41,36.08,38.4,Forest,Evening,Medium
33.54,71.09,18.01,378.69,96.72,36.98,Rural,Afternoon,Medium
27.4,76.43,8.22,657.31,57.16,36.6,Rural,Morning,Medium
17.14,76.51,13.7,790.29,70.0,24.16,Urban,Afternoon,Medium
32.24,59.27,9.47,461.16,45.76,23.93,Forest,Evening,Medium
25.32,25.55,10.93,436.25,39.2,12.7,Urban,Evening,Low
27.55,61.91,0.0,659.49,50.55,42.48,Urban,Evening,Medium
29.66,70.73,9.86,940.49,44.68,20.15,Rural,Evening,Medium
28.95,53.78,4.33,893.12,20.13,28.4,Forest,Evening,Medium
31.55,81.17,3.77,441.58,29.93,27.54,Urban,Morning,Medium
25.82,67.9,16.72,895.65,64.16,11.6,Rural,Afternoon,Medium
30.57,63.52,6.93,449.22,42.39,7.55,Urban,Afternoon,Medium
26.7,71.3,2.98,216.95,50.51,25.06,Forest,Afternoon,Medium
31.69,60.0,6.2,589.86,54.7,20.46,Rural,Morning,High
31.08,20.0,1.5,1036.89,56.26,24.11,Forest,Morning,High
23.32,47.51,15.17,896.79,72.93,35.65,Urban,Morning,High
33.43,72.96,4.52,699.53,28.03,27.25,Rural,Morning,High
25.32,42.89,10.65,574.99,61.41,32.59,Urban,Afternoon,Medium
32.04,51.65,14.78,583.07,65.1,29.45,Urban,Evening,Medium
29.84,39.33,5.5,732.64,69.72,21.84,Forest,Evening,Medium
37.19,81.76,10.66,379.47,21.74,14.98,Rural,Morning,Medium
26.88,80.22,2.85,595.57,55.1,27.65,Urban,Afternoon,Medium
26.25,41.74,20.23,635.33,84.32,25.84,Forest,Afternoon,Medium
27.9,57.21,12.68,294.68,48.02,34.15,Forest,Morning,Medium
26.48,44.79,7.04,448.47,59.67,23.49,Rural,Afternoon,Medium
32.0,64.22,4.14,823.15,65.61,22.03,Urban,Evening,Medium
19.92,62.65,7.43,702.85,29.49,22.71,Rural,Morning,Medium
22.73,67.18,6.3,607.37,86.68,15.81,Rural,Afternoon,Medium
22.66,59.98,17.76,426.57,59.99,39.47,Urban,Afternoon,Low
32.75,90.0,1.87,1173.05,60.39,36.4,Rural,Afternoon,High
36.55,39.58,8.67,448.61,16.76,12.87,Rural,Morning,Medium
27.48,29.34,7.91,775.48,65.89,33.04,Rural,Evening,Medium
27.16,49.1,7.41,553.64,60.13,6.55,Forest,Afternoon,High
28.35,31.48,7.46,710.88,82.48,34.85,Urban,Morning,High
33.81,32.61,7.42,837.28,43.77,18.04,Rural,Morning,High
23.36,39.98,12.37,288.92,30.25,28.6,Forest,Afternoon,Medium
29.19,41.17,11.04,698.02,36.36,5.7,Forest,Morning,High
32.88,40.68,10.09,1057.22,39.9,13.01,Rural,Evening,Medium
30.51,62.77,0.0,1200.0,27.62,29.69,Urban,Evening,Medium
28.95,47.41,9.5,661.0,75.8,17.99,Forest,Morning,High
33.01,52.31,0.0,712.5,76.55,16.6,Rural,Afternoon,High
14.48,68.41,11.23,1200.0,46.08,38.96,Urban,Evening,Low
31.39,43.51,15.37,1040.48,42.14,47.11,Urban,Afternoon,Medium
24.73,51.03,3.37,514.81,13.69,34.37,Rural,Morning,Medium
18.85,60.49,6.69,514.3,63.92,14.08,Forest,Evening,Low
30.56,25.88,5.0,986.96,83.07,42.64,Urban,Afternoon,High
34.87,20.0,14.18,396.69,37.26,9.39,Urban,Morning,Medium
27.31,60.19,8.48,1026.32,47.66,21.96,Urban,Afternoon,Medium
32.76,62.38,16.64,800.29,58.69,25.55,Urban,Evening,Medium
36.06,85.96,10.07,855.32,84.49,44.24,Forest,Morning,High
34.57,57.37,9.21,622.98,54.0,34.13,Forest,Morning,High
36.2,67.3,8.34,511.05,53.91,20.36,Rural,Afternoon,High
31.71,52.07,12.09,1138.6,53.59,15.55,Rural,Afternoon,High
28.38,59.46,0.0,625.98,21.5,35.02,Forest,Morning,High
19.99,80.01,8.43,576.72,21.06,19.67,Rural,Evening,Low
26.77,23.14,7.65,675.96,33.84,27.17,Urban,Evening,Medium
23.78,61.2,11.63,757.91,70.26,11.3,Forest,Afternoon,Medium
38.85,87.03,7.06,390.75,43.29,30.69,Urban,Afternoon,Medium
27.12,59.23,2.81,530.54,39.41,29.89,Forest,Afternoon,Medium
28.62,79.76,8.04,514.59,39.06,12.58,Forest,Evening,Medium
30.76,45.56,2.59,953.58,47.25,35.32,Rural,Evening,Medium
28.22,54.52,0.0,434.21,84.04,30.55,Forest,Afternoon,High
36.48,55.5,11.64,173.27,46.98,32.4,Rural,Afternoon,Medium
24.89,21.74,10.9,109.87,34.27,21.21,Forest,Morning,Low
28.97,37.48,10.34,258.89,50.5,26.79,Urban,Morning,Medium
24.29,38.55,14.51,1108.46,85.1,25.63,Urban,Morning,High
21.4,67.33,4.67,704.86,39.94,23.52,Urban,Morning,Medium
24.94,68.08,0.84,850.37,26.38,26.71,Urban,Afternoon,Medium
27.81,59.86,7.65,860.95,39.98,37.56,Urban,Evening,Medium
25.85,67.36,6.26,716.86,52.58,35.75,Urban,Evening,Medium
24.54,52.54,3.79,677.57,63.76,13.18,Forest,Morning,Medium
20.97,73.03,7.6,1013.36,70.14,34.85,Rural,Evening,Medium
27.58,55.13,4.94,743.8,29.09,36.91,Forest,Morning,High
20.48,55.87,0.0,1119.73,30.98,23.49,Urban,Afternoon,Medium
31.8,51.02,5.79,886.25,43.53,30.08,Urban,Morning,High
28.41,65.27,2.32,514.66,63.69,29.94,Forest,Evening,Medium
20.71,48.68,9.16,550.86,24.8,16.5,Rural,Evening,Low
26.45,69.65,4.72,481.76,37.85,21.18,Rural,Evening,Medium
24.24,38.02,13.56,1065.26,38.15,32.51,Rural,Afternoon,High
29.6,38.52,16.02,578.48,68.83,20.04,Rural,Morning,Medium
34.7,65.31,11.4,460.46,60.57,34.75,Urban,Afternoon,Medium
18.62,53.67,0.24,795.93,68.07,38.05,Urban,Afternoon,Medium
28.58,48.19,15.53,670.85,76.77,36.44,Rural,Morning,Medium
27.2,68.35,15.88,788.37,43.89,44.8,Forest,Evening,Medium
31.36,45.89,8.09,1200.0,26.25,24.09,Forest,Evening,Medium
29.07,52.0,14.61,973.92,26.38,26.77,Urban,Evening,Medium
24.24,75.99,5.24,708.1,13.24,28.21,Forest,Evening,Medium
26.4,78.09,0.0,277.47,40.82,24.4,Urban,Afternoon,Medium
24.02,78.59,4.2,550.01,42.32,30.42,Urban,Morning,Medium
33.38,50.77,16.65,913.31,65.75,7.89,Rural,Morning,High
28.11,73.46,0.54,348.69,50.34,27.05,Rural,Morning,Medium
37.51,40.77,8.0,1200.0,40.19,11.23,Rural,Afternoon,High
27.7,41.4,8.17,704.32,47.68,15.37,Rural,Evening,Medium
24.46,20.0,5.44,714.65,29.22,32.33,Rural,Evening,Medium
20.43,80.09,5.78,500.01,70.51,23.01,Rural,Morning,Medium
18.98,42.04,8.36,849.02,34.28,31.98,Forest,Evening,Medium
20.08,53.1,5.19,352.6,27.2,22.79,Rural,Afternoon,Medium
29.34,41.35,0.89,1200.0,66.36,36.06,Rural,Evening,Medium
30.54,65.43,9.08,1095.21,61.48,22.61,Urban,Evening,Medium
20.09,49.37,13.37,995.29,15.53,5.45,Urban,Evening,Low
32.48,35.43,12.35,282.87,67.1,27.25,Rural,Morning,Medium
25.58,61.62,3.95,761.62,35.17,3.31,Urban,Afternoon,Medium
28.73,33.49,1.74,1062.73,42.52,10.47,Forest,Morning,High
36.06,42.44,6.58,877.93,53.74,16.17,Forest,Afternoon,High
32.48,23.4,15.84,399.37,61.73,14.92,Forest,Morning,Medium
26.66,33.64,11.23,504.97,58.91,19.55,Forest,Afternoon,Medium
23.54,57.68,11.52,564.42,49.0,14.58,Rural,Afternoon,Low
17.24,25.53,12.45,518.97,41.51,10.94,Forest,Morning,Medium
24.4,32.78,10.1,1158.63,58.24,40.42,Forest,Morning,High
26.94,54.96,8.6,123.7,47.63,18.22,Forest,Evening,Low
23.06,46.85,11.31,896.78,86.11,2.69,Forest,Afternoon,High
27.34,84.88,5.27,312.31,61.73,21.39,Urban,Afternoon,Medium
28.38,82.51,0.93,411.62,31.53,13.75,Forest,Afternoon,Medium
26.88,41.98,11.61,100.0,40.45,16.15,Forest,Afternoon,Medium
24.75,63.36,14.19,535.28,50.96,32.1,Urban,Afternoon,Medium
28.84,66.24,2.41,1153.22,75.99,20.52,Urban,Evening,Medium
30.21,46.04,12.11,779.45,78.22,13.47,Rural,Evening,Medium
22.55,32.57,16.4,340.49,42.08,29.46,Urban,Evening,Low
35.05,54.82,7.99,1005.14,31.33,36.5,Urban,Afternoon,Medium
27.51,52.41,3.91,1069.39,28.77,30.37,Urban,Morning,High
28.09,48.46,8.62,731.21,55.05,0.46,Forest,Morning,Medium
31.54,61.63,5.25,1200.0,96.08,13.85,Rural,Afternoon,High
29.17,43.74,4.92,946.47,60.78,25.47,Rural,Evening,Medium
32.77,37.72,10.17,904.8,18.12,22.56,Forest,Morning,High
29.44,56.64,0.0,458.99,35.48,21.73,Rural,Morning,Medium
24.94,60.79,0.78,888.22,37.52,15.17,Forest,Evening,Medium
29.81,37.35,8.1,765.04,33.56,10.94,Urban,Afternoon,Medium
22.28,68.92,7.89,855.95,42.24,45.08,Forest,Afternoon,Medium
28.54,28.44,9.72,494.62,57.39,25.27,Forest,Afternoon,Medium
27.83,46.33,17.38,738.43,63.64,31.42,Urban,Afternoon,Medium
26.96,51.13,8.52,454.94,71.84,25.06,Urban,Afternoon,Medium
27.36,45.46,10.99,100.0,60.48,25.46,Rural,Morning,Medium
18.59,46.52,3.12,999.49,10.92,24.38,Forest,Evening,Medium
25.26,83.07,11.84,249.28,28.85,13.8,Urban,Morning,Medium
28.46,42.24,5.37,732.16,46.84,9.86,Rural,Morning,High
28.8,90.0,8.36,799.9,52.95,28.86,Forest,Morning,High
22.86,61.56,7.46,797.97,67.23,26.88,Urban,Evening,Low
34.33,56.38,13.16,615.08,50.86,34.38,Urban,Morning,Medium
23.67,62.14,1.45,781.36,51.01,32.35,Forest,Morning,High
32.85,90.0,0.0,841.29,54.76,16.91,Urban,Afternoon,Medium
30.14,40.1,6.93,920.49,44.9,36.33,Forest,Evening,Medium
24.77,38.19,10.34,1200.0,51.74,32.65,Forest,Afternoon,High
36.88,43.68,8.76,770.26,72.52,31.91,Forest,Afternoon,High
22.03,55.48,14.16,719.21,48.32,47.49,Urban,Morning,Medium
32.6,29.11,10.19,427.98,49.4,45.44,Urban,Afternoon,Medium
33.0,55.34,5.18,830.78,49.33,31.9,Forest,Morning,High
24.65,80.4,0.0,900.21,75.96,30.65,Rural,Afternoon,High
34.96,57.27,6.81,642.31,27.84,35.82,Forest,Evening,Medium
26.75,50.61,13.14,863.38,85.52,19.16,Forest,Evening,Medium
29.44,45.73,6.04,612.25,26.47,19.3,Forest,Afternoon,Medium
29.3,68.48,8.14,901.3,36.92,31.73,Rural,Morning,High
27.33,42.61,10.11,973.78,64.89,16.44,Urban,Morning,High
